Time,Latitude,Longitude,Altitude,Speed,Bearing,Accuracy,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Combined_Score
2020-01-02 15:23:43:602,30.54192808,114.4473769,8.281860352,3.85,118.9,3.216,30.68946,64.15369,52.097748,30.907598,35.302227,44.56721,107,38
2020-01-02 15:23:44:591,30.54190963,114.4474145,8.607025146,3.66,114.3,3.216,22.39683,59.776363,55.997715,31.89168,41.376328,44.697826,101,37
2020-01-02 15:23:46:592,30.54188645,114.4474875,9.30557251,3.56,104.4,3.216,28.84724,62.1515,59.77845,27.745123,31.937998,41.220318,99,35
2020-01-02 15:23:48:595,30.54188073,114.4475536,10.35012817,3.03,107,3.216,29.284071,65.8929,54.441452,31.891256,32.37363,39.619995,84,35
2020-01-02 15:23:50:592,30.54186848,114.4476213,10.3031311,3.47,102.1,3.216,33.408497,63.298344,59.21513,33.84501,33.202133,40.068554,96,36
2020-01-02 15:23:52:589,30.54185628,114.4477006,9.776245117,3.52,97.9,3.216,30.021387,62.64928,55.905704,28.119959,40.21439,36.13276,98,36
2020-01-02 15:23:54:584,30.54185305,114.4477719,9.71307373,3.26,91.9,3.216,23.08227,68.89917,51.677128,26.438555,31.708263,39.933987,90,33
2020-01-02 15:23:57:597,30.54185112,114.4478287,9.238433838,1.71,90.7,3.216,24.123869,67.182335,60.033142,30.269224,39.68908,41.761715,47,35
2020-01-02 15:23:59:612,30.54184363,114.4479009,9.31262207,3.34,97.7,3.216,22.722347,61.06197,58.07956,33.942486,44.53688,40.300755,93,37
2020-01-02 15:24:01:598,30.54182964,114.4479786,9.821289063,2.99,101,3.216,23.452684,62.023453,54.74914,28.420073,46.227055,41.786648,83,37
2020-01-02 15:24:03:597,30.54180058,114.4480691,9.237365723,3.08,105.4,4.288,26.782263,59.97988,49.960922,27.759499,35.9564,42.197777,85,37
2020-01-02 15:24:05:585,30.54177914,114.4481368,9.285186768,3.2,112.5,3.216,22.278795,56.69238,61.72027,29.65219,36.309784,43.670372,89,36
2020-01-02 15:24:07:588,30.54175302,114.4482057,10.04989624,3.28,115.4,3.216,29.52609,59.94666,53.415203,29.212156,38.480328,46.53636,91,38
2020-01-02 15:24:09:589,30.54172985,114.4482632,10.1857605,3.05,118.2,3.216,30.807867,60.661755,54.077232,27.233368,38.86924,38.49185,85,37
2020-01-02 15:24:11:598,30.54170337,114.4483035,10.19812012,1.12,124.1,3.216,28.601978,60.18584,59.201443,33.89931,36.870667,45.85014,31,38
2020-01-02 15:24:14:613,30.54166469,114.4483507,9.232421875,3.07,131.4,3.216,19.706049,60.249504,57.0616,33.892456,43.329094,44.11273,85,37
2020-01-02 15:24:16:614,30.54161697,114.4484044,9.737030029,3.08,137.5,3.216,28.456797,59.004604,56.313374,30.841227,41.21348,38.845238,85,37
2020-01-02 15:24:18:602,30.54157085,114.4484515,9.641052246,3.01,138.5,3.216,26.530823,59.188137,52.17847,33.725414,37.897537,39.7924,83,38
2020-01-02 15:24:20:613,30.54152154,114.4484986,10.00061035,3.24,141.5,3.216,27.469212,55.776566,51.782455,25.132563,35.364746,42.700954,90,37
2020-01-02 15:24:22:614,30.54147176,114.4485402,10.08599854,2.78,145.3,3.216,28.102522,58.33727,59.935658,22.41067,32.693653,38.909317,77,34
2020-01-02 15:24:24:616,30.54142818,114.4485736,9.426361084,1.21,141.4,3.216,33.461548,61.643677,61.432255,29.95478,34.739517,40.756012,34,36
2020-01-02 15:24:26:611,30.54138784,114.4486066,10.20013428,3.14,145.2,3.216,24.619553,60.001923,64.57035,24.792284,34.70566,45.066555,87,34
2020-01-02 15:24:28:606,30.54132793,114.4486591,9.940582275,3.8,142.1,3.216,28.18888,59.01756,55.402573,29.18957,33.95316,42.662468,105,37
2020-01-02 15:24:29:591,30.54129167,114.4486932,10.34057617,3.13,142.6,3.216,28.219887,61.04273,55.129993,22.625196,34.83757,44.332504,87,36
2020-01-02 15:24:31:585,30.54124884,114.4487405,11.11932373,3.12,133.9,3.216,33.62012,64.21119,55.160507,29.500147,30.85723,42.10348,86,36
2020-01-02 15:24:33:584,30.54120842,114.4487943,11.76663208,3.26,132.4,3.216,27.446054,66.576195,58.236725,23.80937,34.629417,41.47207,90,34
2020-01-02 15:24:36:607,30.54117966,114.4488504,11.7383728,2.83,115.3,3.216,27.45602,55.160686,55.33726,27.301031,37.30342,38.581425,78,37
2020-01-02 15:24:38:618,30.54115015,114.4489302,11.82296753,3.9,111.3,3.216,32.499405,64.635864,52.00054,29.522684,29.38795,43.6466,108,36
2020-01-02 15:24:39:614,30.541137,114.4489784,10.76855469,4.28,108.2,3.216,30.500881,63.795055,59.740192,25.278542,29.013847,46.113926,119,35
2020-01-02 15:24:40:614,30.54112438,114.4490251,10.69696045,4.08,107.3,3.216,20.990717,56.28438,56.589516,36.522247,41.324192,39.5454,113,38
2020-01-02 15:24:41:614,30.54110956,114.4490682,10.90603638,4.02,108.4,3.216,27.149939,57.071297,56.1174,33.456635,40.78134,33.01873,111,37
2020-01-02 15:24:43:604,30.54108688,114.4491448,11.04943848,3.8,101.7,3.216,24.404755,58.109257,49.531395,31.716066,41.221966,40.28251,105,38
2020-01-02 15:24:45:601,30.54108221,114.4492269,10.3324585,4.2,98.9,3.216,24.99371,57.79609,54.497944,28.026094,40.72597,40.0703,116,37
2020-01-02 15:24:46:590,30.5410733,114.449269,10.61248779,4.22,98.7,3.216,21.931557,55.887997,53.9908,30.23145,42.264023,38.59713,117,37
2020-01-02 15:24:47:588,30.54106748,114.4493145,11.01196289,4.27,98.7,3.216,16.605062,59.100742,56.21657,32.287395,40.767982,38.862946,118,36
2020-01-02 15:24:48:587,30.54106524,114.4493633,10.89245605,4.43,98.1,3.216,22.384619,58.29201,50.07509,26.46668,41.7654,38.15313,123,37
2020-01-02 15:24:50:596,30.54105625,114.449426,11.0682373,2.77,99.7,3.216,31.02078,66.04003,59.61899,27.782553,38.387398,36.29546,77,35
2020-01-02 15:24:51:598,30.54104907,114.449469,10.58831787,4.42,101.2,3.216,21.409565,63.303555,54.694695,33.046505,42.405792,37.58996,123,36
2020-01-02 15:24:52:609,30.54104236,114.4495155,11.01651001,4.12,99.9,3.216,23.365068,63.18085,58.000847,29.335714,39.75902,42.445034,114,36
2020-01-02 15:24:53:617,30.54103376,114.449562,10.86193848,4.34,100.8,3.216,24.809244,61.136433,54.832207,31.378054,37.299774,41.231625,120,36
2020-01-02 15:24:54:617,30.54102448,114.449616,10.43676758,4.84,99.7,3.216,29.541945,59.774677,57.21361,35.18681,40.09683,36.70979,134,37
2020-01-02 15:24:55:614,30.54101454,114.4496683,10.53137207,4.65,99,3.216,25.931618,64.84054,54.14988,33.6943,38.42345,40.962708,129,37
2020-01-02 15:24:56:616,30.54100518,114.4497165,10.41967773,4.2,99.5,3.216,31.889078,59.607807,61.16917,36.18901,35.456116,45.87019,116,38
2020-01-02 15:24:57:618,30.54099625,114.449766,10.21722412,4.78,99.7,3.216,31.893894,60.007717,64.72763,36.015118,37.73977,44.041035,132,37
2020-01-02 15:24:58:614,30.54098717,114.4498123,10.0501709,4.46,107.3,3.216,32.259068,52.18175,57.397423,28.475853,36.132202,40.95599,124,38
2020-01-02 15:24:59:614,30.54097532,114.4498523,9.516723633,4.03,107.2,3.216,32.32012,55.249363,57.893753,30.908041,45.911507,43.881355,112,40
2020-01-02 15:25:01:613,30.54094148,114.4499217,8.745300293,3.75,123.7,3.216,34.905693,63.54382,55.030235,30.419111,36.159294,42.60898,104,38
2020-01-02 15:25:03:617,30.54090088,114.4499838,8.237426758,3.31,120.9,3.216,19.137085,61.03967,66.74492,37.26019,42.99824,51.484562,92,37
2020-01-02 15:25:05:600,30.54086107,114.4500428,7.971099854,3.16,128.9,3.216,20.915253,64.31033,52.36188,30.64614,36.064213,47.24524,88,36
2020-01-02 15:25:07:616,30.54081879,114.4500983,8.063812256,3.03,129.4,3.216,25.564402,64.10198,58.489258,25.196749,43.584248,44.252632,84,36
2020-01-02 15:25:09:617,30.54077419,114.4501504,8.481018066,2.89,133.4,3.216,29.278208,63.015694,62.40268,23.906223,37.08465,52.047226,80,36
2020-01-02 15:25:11:609,30.54072882,114.4502091,7.684234619,3.01,120.4,3.216,28.190868,58.217663,57.513313,35.225353,36.980747,44.130043,83,38
2020-01-02 15:25:12:616,30.54070709,114.4502445,7.906677246,3.08,117.5,3.216,23.691124,58.43061,56.113594,33.68227,33.784367,39.64935,85,36
2020-01-02 15:25:13:613,30.54068924,114.4502825,7.802154541,3.15,109.4,3.216,30.043093,60.130817,60.25265,34.782726,35.868595,45.903297,87,38
2020-01-02 15:25:14:618,30.54067557,114.450322,7.848968506,3.13,107.7,3.216,29.104702,59.82787,56.822197,31.788427,37.439396,48.16585,87,38
2020-01-02 15:25:15:613,30.5406641,114.4503617,7.72442627,3.07,107.4,3.216,26.277468,63.105312,59.17376,34.698627,42.4293,44.473454,85,38
2020-01-02 15:25:16:620,30.54065508,114.4504033,8.247955322,3.08,98.1,3.216,25.972307,53.999092,52.725876,26.339666,31.497908,51.581924,85,38
2020-01-02 15:25:17:616,30.54064747,114.4504469,8.000671387,3.05,99.9,3.216,25.711147,61.25009,58.291435,31.177816,37.25812,51.17323,85,38
2020-01-02 15:25:18:617,30.54063935,114.4504887,7.487335205,3.03,108.9,3.216,28.98784,61.157124,59.28677,36.702152,40.040024,42.493828,84,38
2020-01-02 15:25:20:615,30.540615,114.4505648,7.486968994,3.16,113.8,3.216,25.494509,57.88373,48.011578,26.66405,36.505554,39.89647,88,37
2020-01-02 15:25:21:616,30.54059791,114.450603,7.633422852,3.91,116.9,3.216,32.274055,62.593803,48.938763,31.622225,36.798496,42.61452,108,39
2020-01-02 15:25:22:622,30.54057832,114.4506424,7.421630859,3.76,122.8,3.216,35.43477,63.195454,50.705956,22.707766,37.976433,34.97745,104,36
2020-01-02 15:25:24:611,30.54054775,114.4506987,7.25982666,2.66,120.3,3.216,24.454662,62.091373,57.365612,29.204086,37.151234,42.208233,74,36
2020-01-02 15:25:26:618,30.54051568,114.4507535,7.582366943,2.7,127.2,3.216,24.39861,59.527473,58.535408,35.989216,40.74017,41.85553,75,37
2020-01-02 15:25:28:608,30.54047888,114.4508134,8.23348999,2.75,122,3.216,27.666813,62.22446,57.1115,22.917494,32.97155,39.664143,76,34
2020-01-02 15:25:30:614,30.54044241,114.4508731,8.447753906,2.77,126.9,3.216,32.14397,59.13534,49.232143,22.435667,37.698364,35.279358,77,37
2020-01-02 15:25:32:617,30.54040888,114.4509288,8.021026611,2.79,123.4,3.216,22.23713,62.619385,57.719517,31.609116,35.262993,52.062084,77,37
2020-01-02 15:25:34:611,30.54037215,114.4509915,7.227844238,2.85,124.7,3.216,20.888464,58.52753,57.25933,31.24795,38.23459,44.389687,79,36
2020-01-02 15:25:36:617,30.54033992,114.4510538,7.199829102,2.93,120.7,3.216,21.090076,65.732834,54.89022,28.542686,39.011963,40.00526,81,35
2020-01-02 15:25:38:617,30.54030715,114.4511162,6.776245117,2.93,124.5,3.216,27.446636,55.6398,56.058643,29.361322,41.436256,41.536118,81,38
2020-01-02 15:25:40:614,30.54027076,114.4511747,6.87210083,2.92,123.9,3.216,27.45857,54.463947,54.940666,32.738712,35.10884,44.89406,81,38
2020-01-02 15:25:42:613,30.54023513,114.4512317,6.384002686,2.91,125.1,3.216,24.13967,56.568226,59.704296,26.315605,32.165173,42.503384,81,35
2020-01-02 15:25:44:602,30.5402013,114.4512903,7.052429199,2.93,120.2,3.216,33.212685,59.750637,56.238235,28.634493,30.088982,43.6638,81,37
2020-01-02 15:25:46:615,30.54016624,114.4513608,7.579376221,3.32,120.8,3.216,27.852718,58.540844,55.655396,37.47701,41.17604,42.683994,92,39
2020-01-02 15:25:48:613,30.54013073,114.4514235,8.208862305,3.43,121.6,3.216,27.276281,63.046337,53.780655,25.743284,35.555527,39.796474,95,35
2020-01-02 15:25:49:601,30.54010215,114.4514665,9.186157227,3.49,119.3,3.216,22.971685,66.06403,52.59421,37.338398,38.46558,44.605274,97,37
2020-01-02 15:25:51:588,30.54007651,114.4515265,9.923339844,3.49,118.2,3.216,30.980143,60.446774,53.997974,35.41123,43.05586,42.457935,97,40
2020-01-02 15:25:53:598,30.54005006,114.4515847,9.271484375,3.36,122.4,3.216,35.159187,58.671215,50.754467,35.745464,40.19078,39.21506,93,40
2020-01-02 15:25:55:591,30.54001942,114.4516363,9.133880615,3.44,121.2,3.216,21.60754,59.805004,50.622013,37.89903,35.286457,38.88424,95,37
2020-01-02 15:25:57:610,30.53998947,114.4516969,8.762176514,3.53,118.3,3.216,32.025055,62.865437,56.105347,41.83051,39.951977,42.037617,98,39
2020-01-02 15:25:59:598,30.53996297,114.4517608,8.778594971,3.26,114.8,3.216,31.411648,63.617985,56.635723,33.537247,32.654884,41.948566,90,37
2020-01-02 15:26:01:596,30.53993911,114.4518247,9.176116943,3.37,113.6,3.216,21.20941,56.805782,51.759075,33.66256,45.25555,42.324966,93,39
2020-01-02 15:26:03:598,30.53991434,114.4518965,7.779205322,3.72,111.1,3.216,20.873974,56.28411,53.88938,34.365192,43.71575,39.994007,103,38
2020-01-02 15:26:04:593,30.53990191,114.4519363,8.139099121,3.71,110.3,3.216,22.520267,50.456226,51.305534,35.949665,43.253044,42.78842,103,40
2020-01-02 15:26:06:601,30.5398863,114.4519889,8.865661621,2.43,111.9,3.216,26.978043,64.98013,61.406925,25.536306,34.145267,39.94016,67,33
2020-01-02 15:26:08:594,30.53986861,114.4520388,8.657592773,2.47,113,3.216,26.505554,60.292267,59.07965,38.72449,43.391373,45.362732,68,39
2020-01-02 15:26:10:601,30.53984822,114.4520931,8.928985596,2.63,115,3.216,24.209143,61.997623,56.932495,31.296682,41.89476,40.39281,73,36
2020-01-02 15:26:12:609,30.53982491,114.4521486,8.576324463,2.74,114.6,3.216,27.322706,61.036602,56.173393,31.241951,43.004852,45.630276,76,38
2020-01-02 15:26:14:615,30.53980158,114.4522061,8.751495361,2.79,111.5,3.216,25.681131,60.726757,63.149788,33.433197,43.50866,50.63372,77,38
2020-01-02 15:26:16:616,30.53978509,114.4522644,8.801849365,2.76,107.7,3.216,23.855616,63.696285,55.283295,32.357533,39.12733,38.550087,76,36
2020-01-02 15:26:18:601,30.5397707,114.4523217,8.953063965,2.07,108.1,3.216,30.420813,63.710068,56.13109,26.726847,33.167847,43.987553,57,36
2020-01-02 15:26:20:611,30.53975373,114.4523725,8.922790527,2.61,115.3,3.216,23.191881,59.266376,59.928043,21.18197,35.63409,40.102028,72,33
2020-01-02 15:26:22:611,30.53973155,114.4524277,10.31533813,2.79,114.3,3.216,24.863544,60.632946,58.942257,32.615643,41.073204,43.676327,77,37
2020-01-02 15:26:24:616,30.53971039,114.4524884,11.14126587,2.89,106.1,3.216,26.423466,68.20964,58.84133,34.413914,40.843792,48.15126,80,37
2020-01-02 15:26:26:610,30.53969741,114.4525437,11.72436523,2.76,114.2,3.216,21.276773,59.17004,52.68515,38.47011,39.02517,38.286312,76,38
2020-01-02 15:26:28:601,30.53968384,114.4525986,11.95800781,2.78,110.6,3.216,28.104202,60.288464,53.35744,28.27949,41.283833,43.2674,77,38
2020-01-02 15:26:30:614,30.53967001,114.4526516,12.6159668,2.35,108.1,3.216,31.678274,62.719494,54.501713,34.392628,37.58307,40.55753,65,38
2020-01-02 15:26:32:605,30.53965875,114.4527071,14.08172607,2.8,109.9,3.216,21.684721,68.7539,52.277744,32.14387,36.041496,40.974636,78,35
2020-01-02 15:26:34:612,30.53964812,114.4527587,14.24176025,2.7,101.6,3.216,27.709734,65.9708,53.898655,37.655827,40.36476,46.608284,75,39
2020-01-02 15:26:36:610,30.53963863,114.4528183,14.40026855,2.81,103.6,3.216,33.349068,57.68224,59.248577,28.636457,35.448975,30.53481,78,35
2020-01-02 15:26:38:615,30.53962402,114.4528719,14.91259766,2.53,104.7,3.216,37.652332,64.629845,58.80717,29.438677,40.766,39.523994,70,37
2020-01-02 15:26:40:605,30.53961897,114.4529299,14.71307373,2.93,101.3,3.216,32.033016,55.241558,62.316265,31.012733,30.297832,33.864067,81,35
2020-01-02 15:26:42:605,30.53960708,114.4529923,14.97015381,2.89,103.2,3.216,30.558832,63.77944,54.898735,29.088867,47.60441,36.705353,80,38
2020-01-02 15:26:44:610,30.53959412,114.4530547,14.91699219,2.98,98.1,3.216,29.709356,59.677135,56.966908,27.113024,33.481552,36.258026,83,35
2020-01-02 15:26:46:615,30.53958817,114.4531157,14.46484375,2.74,93,3.216,21.676844,59.89461,55.532925,19.582018,32.70153,39.050854,76,33
2020-01-02 15:26:48:618,30.53957992,114.4531746,15.04382324,2.83,94.6,3.216,25.9906,59.46741,48.006847,24.600798,37.04525,41.050316,78,37
2020-01-02 15:26:50:601,30.539569,114.4532387,16.20782471,2.85,95.3,3.216,21.669567,62.092968,57.664158,32.18572,39.528217,43.111454,79,36
2020-01-02 15:26:52:615,30.53955869,114.4533012,15.18878174,3.01,98.4,3.216,25.408073,57.446903,53.59492,23.894152,32.883026,38.95593,83,35
2020-01-02 15:26:54:622,30.53955112,114.4533671,14.18231201,3.15,96.6,3.216,17.315228,53.63307,54.41951,33.568787,37.652702,47.06272,87,38
2020-01-02 15:26:56:615,30.53954325,114.4534392,14.90771484,3.14,90.9,3.216,25.812113,55.526325,50.16452,32.3319,37.49671,44.52468,87,39
2020-01-02 15:26:58:616,30.53953058,114.4535194,14.4755249,3.12,98.9,3.216,30.627146,56.0425,58.67098,29.97101,45.34226,48.230206,86,40
2020-01-02 15:27:00:613,30.53951661,114.453597,12.48779297,3.2,98.1,3.216,27.233112,58.129734,65.17846,31.110304,41.039402,50.091995,89,38
2020-01-02 15:27:01:620,30.53950379,114.453641,12.27655029,3.28,103,3.216,23.350847,57.649467,55.683865,32.680202,46.929287,45.566654,91,39
2020-01-02 15:27:02:615,30.53948452,114.453697,12.55511475,3.23,110.8,3.216,30.95976,61.64989,57.880737,31.474688,39.06959,49.961864,90,39
2020-01-02 15:27:03:615,30.53946878,114.4537423,13.25268555,3.26,113.6,3.216,29.604744,58.428474,54.60791,29.543154,47.166542,48.39925,90,40
2020-01-02 15:27:04:618,30.53945153,114.4537902,12.69561768,3.29,114,3.216,26.587702,56.92722,59.762405,31.0142,44.72054,55.204258,91,40
2020-01-02 15:27:05:620,30.53943557,114.4538383,12.78710938,3.36,110.6,3.216,22.299116,58.102787,59.15811,45.01815,43.697983,53.244904,93,41
2020-01-02 15:27:06:620,30.53941838,114.4538887,12.24066162,3.5,110.2,3.216,29.70732,59.246616,59.375843,31.257538,43.92487,52.38376,97,40
2020-01-02 15:27:07:620,30.53939902,114.453927,12.68103027,3.66,117.8,3.216,30.341768,58.309994,55.81867,33.382755,38.368282,57.65886,101,41
2020-01-02 15:27:08:617,30.53937241,114.4539811,12.93737793,3.77,123,3.216,30.417725,57.781986,59.655052,30.725863,42.555286,52.31253,104,40
2020-01-02 15:27:09:617,30.53933553,114.4540382,12.71960449,3.7,132.2,3.216,29.220413,55.07591,50.997852,32.389187,37.20951,45.430553,103,40
2020-01-02 15:27:10:619,30.53930478,114.454087,11.8614502,3.68,131.9,3.216,28.03776,52.19309,53.81466,33.302,39.929806,50.36257,102,41
2020-01-02 15:27:11:616,30.53927074,114.4541311,11.79202271,3.72,135.9,3.216,32.62099,55.307934,58.79943,32.303772,41.383198,50.807472,103,41
2020-01-02 15:27:12:610,30.5392393,114.454179,12.20227051,3.74,133.6,3.216,28.95031,55.413605,59.38173,40.363155,44.491463,48.250843,104,41
2020-01-02 15:27:13:614,30.53921281,114.4542306,11.14624023,3.81,125.8,3.216,20.652988,63.178333,55.893642,30.068848,44.209766,42.366463,106,36
2020-01-02 15:27:14:617,30.5391845,114.4542715,11.46575928,3.87,126.6,3.216,25.970192,58.20644,58.557983,34.21751,36.78812,44.395885,107,37
2020-01-02 15:27:15:619,30.53915891,114.4543485,11.13442993,3.82,135.1,3.216,26.963783,57.315754,58.6133,35.324787,40.289654,44.95639,106,39
2020-01-02 15:27:16:604,30.53913035,114.4543996,11.26174927,3.85,130.8,3.216,29.72624,55.47122,58.78069,33.7881,40.258183,43.781555,107,39
2020-01-02 15:27:17:598,30.5391052,114.4544322,11.29681396,3.85,131.9,3.216,28.244658,56.328632,60.66998,32.362858,41.41046,45.97568,107,38
2020-01-02 15:27:18:586,30.53908652,114.4544713,10.74746704,4.18,123.6,3.216,30.36424,60.424633,58.05006,28.789476,40.601933,41.624355,116,37
2020-01-02 15:27:20:594,30.53905548,114.4545332,10.41873169,3.82,125.5,3.216,25.445496,64.886566,61.332508,28.345629,33.784992,43.05229,106,34
2020-01-02 15:27:21:600,30.53903038,114.4545654,10.08126831,3.85,130.4,3.216,27.405437,64.907684,57.781944,29.852379,39.663292,45.29539,107,37
2020-01-02 15:27:23:614,30.53900435,114.4546038,9.469909668,1.94,126.9,3.216,25.50036,59.108036,55.257755,38.34839,39.28183,36.027718,54,37
2020-01-02 15:27:25:624,30.53895376,114.4546741,8.008178711,4.77,130.2,3.216,25.966349,63.668835,55.865246,26.881792,35.74984,41.256725,132,35
2020-01-02 15:27:26:624,30.53892413,114.4547163,8.72479248,4.54,128.8,3.216,17.759417,61.078068,57.134884,32.69637,38.856537,37.5652,126,35
2020-01-02 15:27:27:626,30.53889543,114.4547573,8.420928955,4.5,127.8,3.216,24.076796,61.478996,54.638275,28.76031,33.248154,41.59619,125,35
2020-01-02 15:27:28:629,30.53886855,114.4547954,7.777801514,4.29,127.1,3.216,27.921,64.73524,59.280712,27.382854,35.968468,46.86457,119,36
2020-01-02 15:27:29:615,30.53884528,114.4548283,7.184753418,3.93,127.7,3.216,19.704912,68.01792,58.56451,32.74228,40.119328,42.111458,109,35
2020-01-02 15:27:31:619,30.53880612,114.4548869,6.956695557,2.52,131.4,3.216,27.021463,55.43187,58.167744,30.114674,37.37377,38.673615,70,37
2020-01-02 15:27:34:618,30.53877851,114.4549223,7.400817871,0.93,139,3.216,31.927896,58.756977,63.803852,37.01714,47.31624,46.93327,26,40
2020-01-02 15:27:37:618,30.53874439,114.454943,7.912506104,1.18,160.5,3.216,19.211004,61.60155,57.227978,25.637436,32.722378,42.298275,33,34
2020-01-02 15:27:39:606,30.53870449,114.4549567,8.078765869,1.29,175,3.216,23.779993,57.843678,55.97622,26.276491,33.04708,44.394478,36,36
2020-01-02 15:27:41:612,30.53865117,114.4549699,6.775085449,1.47,170.6,3.216,18.967348,63.381817,59.876263,28.393179,39.291557,41.34969,41,34
2020-01-02 15:27:42:617,30.53852253,114.4550051,6.710144043,3.15,173.4,4.288,20.193214,58.624264,56.12218,31.939943,39.682583,44.044147,87,37
2020-01-02 15:27:44:589,30.53846938,114.4550125,7.403533936,3.21,176.6,3.216,27.07218,49.128155,54.610985,32.924877,43.72846,48.07585,89,41
2020-01-02 15:27:46:591,30.53840674,114.4550188,7.205810547,3.36,172.1,3.216,23.687151,60.339237,58.615376,32.675354,33.080235,45.3225,93,36
2020-01-02 15:27:49:612,30.53834876,114.4550191,7.782348633,3.1,181.3,3.216,16.05672,62.93468,57.390717,31.849396,37.088306,44.90989,86,35
2020-01-02 15:27:51:628,30.53827287,114.4550181,8.932891846,4.03,179.7,3.216,25.279884,63.91,56.748577,28.654024,34.174946,44.575214,112,35
2020-01-02 15:27:52:620,30.5382328,114.4550199,8.470306396,3.83,172.2,3.216,23.248251,59.576508,63.727737,34.59196,36.931046,51.619083,106,37
2020-01-02 15:27:54:616,30.53816828,114.455023,8.869445801,3.42,177.2,3.216,31.142942,53.826977,61.41356,34.128094,38.456493,48.26778,95,39
2020-01-02 15:27:56:604,30.53810472,114.4550289,8.49822998,3.22,167.3,3.216,20.450777,61.945774,56.333126,33.932972,34.229496,45.424885,89,36
2020-01-02 15:27:58:608,30.53804542,114.4550341,8.808380127,3.28,180.2,3.216,26.978779,56.834866,62.891174,37.85625,38.448044,41.369793,91,37
2020-01-02 15:28:00:612,30.53798528,114.4550296,8.770111084,3.32,181.1,3.216,20.966787,58.995827,63.094913,36.730198,43.424545,46.296803,92,38
2020-01-02 15:28:02:616,30.53792155,114.4550208,9.084411621,3.46,188,3.216,20.831673,58.887287,48.935593,34.9486,39.251526,41.259674,96,38
2020-01-02 15:28:04:622,30.53785719,114.4550043,8.68649292,3.65,193.9,3.216,18.855186,62.413296,53.896275,29.76954,37.368614,42.68504,101,35
2020-01-02 15:28:06:616,30.53779072,114.4549858,9.54309082,3.61,193.6,3.216,19.04954,60.584362,52.007473,27.338305,39.93826,39.066517,100,35
2020-01-02 15:28:08:608,30.53772392,114.454969,9.342346191,3.42,192.1,3.216,20.507244,53.909554,55.05533,31.631832,40.769054,43.906914,95,38
2020-01-02 15:28:10:603,30.53766178,114.4549553,8.99307251,3.33,189.5,3.216,10.6529045,54.842003,52.934532,36.46272,40.530876,45.58209,92,38
2020-01-02 15:28:12:602,30.53760048,114.4549443,9.56652832,3.27,189.4,3.216,25.773901,59.431286,53.343918,27.567215,37.015484,40.13918,91,36
2020-01-02 15:28:14:609,30.53754511,114.454925,10.02075195,3.18,201.2,3.216,17.980467,57.047955,52.36818,31.10882,35.688995,35.96612,88,35
2020-01-02 15:28:16:606,30.53748327,114.4549059,9.225067139,3.29,191.1,3.216,25.834778,57.547993,60.12668,33.389896,41.405285,44.469563,91,38
2020-01-02 15:28:18:609,30.53742076,114.4548956,7.871795654,3.22,186.4,3.216,27.911865,60.581417,57.86267,24.090755,38.2224,32.246323,89,34
2020-01-02 15:28:20:608,30.53736274,114.4548833,9.229064941,3.07,192.5,3.216,18.652231,64.142784,59.852966,34.991665,39.77339,46.442474,85,36
2020-01-02 15:28:22:617,30.53730522,114.4548893,10.66583252,3.12,169.1,3.216,28.773653,68.03991,58.875916,28.512955,43.374203,39.466446,86,36
2020-01-02 15:28:24:602,30.53724396,114.4548974,9.677368164,3.14,175.5,3.216,24.867268,60.809105,59.31159,25.095526,45.716564,33.78138,87,35
2020-01-02 15:28:26:612,30.53718593,114.4549003,9.319122314,3.05,176.4,3.216,21.880154,58.654003,56.99262,33.020382,42.72929,37.896194,85,37
2020-01-02 15:28:28:608,30.53713057,114.4549059,9.88269043,3.12,174.5,3.216,17.84177,60.94879,53.417236,31.500242,30.223137,38.781242,86,34
2020-01-02 15:28:30:607,30.53707202,114.45491,9.561431885,3.08,178,3.216,20.554468,60.519802,57.723892,28.320883,32.32997,42.2444,85,34
2020-01-02 15:28:32:603,30.53701406,114.454899,10.17556763,3.09,194.3,3.216,20.764593,59.316067,54.3547,29.736393,33.367203,41.83362,86,35
2020-01-02 15:28:34:608,30.53695407,114.4549068,10.74597168,3.08,177.3,3.216,23.3931,60.825382,54.9957,35.649445,31.155333,42.053215,85,36
2020-01-02 15:28:36:602,30.53689793,114.4548924,10.18530273,2.87,193.3,3.216,24.40447,58.66006,56.56386,27.869257,34.937344,36.741882,80,35
2020-01-02 15:28:38:606,30.53684586,114.4548821,10.07437134,3.08,190.8,3.216,22.501024,61.20052,53.822536,34.59757,31.585999,41.083855,85,36
2020-01-02 15:28:40:607,30.53679211,114.4548631,10.74185181,3.12,199.9,3.216,28.022469,55.98316,57.86674,34.737926,40.647655,33.546215,86,37
2020-01-02 15:28:42:600,30.53673878,114.4548387,11.18283081,3.11,204.5,3.216,27.771215,57.146835,55.3794,36.025883,37.74042,34.311115,86,37
2020-01-02 15:28:44:610,30.53669242,114.4548046,12.54455566,3.14,211.4,3.216,23.205942,63.536633,53.027668,29.474234,41.781322,35.337147,87,36
2020-01-02 15:28:46:598,30.53665255,114.4547641,13.5982666,3.1,217.8,3.216,31.995825,59.76031,53.66817,29.133207,34.211952,42.943947,86,37
2020-01-02 15:28:49:608,30.53661466,114.4547228,12.84716797,2.43,220.7,3.216,26.474371,61.96448,63.18704,25.882109,36.74328,43.01302,67,34
