Time,Latitude,Longitude,Altitude,Speed,Bearing,Accuracy,beautiful,boring,depressing,lively,safety,wealthy,normalized_speed,Combined_Score
2020-01-02 16:07:08:868,30.53031937,114.4344109,11.22253418,2.57,272.8,3.216,16.917866,65.83257,64.80316,38.703312,47.716736,48.18056,71,37
2020-01-02 16:07:09:870,30.53032403,114.4343554,11.43557739,2.53,275.4,3.216,24.295095,55.808266,57.85015,32.337635,34.171085,37.560722,70,36
2020-01-02 16:07:10:866,30.53032611,114.4343075,12.23962402,2.52,272.8,3.216,23.794437,54.07642,70.79532,43.601105,34.133713,41.09321,70,36
2020-01-02 16:07:11:865,30.53032988,114.4342606,13.27178955,2.55,275.2,3.216,25.508701,53.7989,61.244316,39.08543,30.361105,29.890965,71,35
2020-01-02 16:07:12:870,30.53033652,114.4342175,14.12078857,2.55,280,3.216,26.498772,50.48567,60.683277,46.179447,37.14339,34.48591,71,39
2020-01-02 16:07:14:869,30.53034563,114.4341407,13.62585449,2.58,280.4,3.216,22.325926,62.74335,57.605457,52.066875,44.66808,54.088207,72,42
2020-01-02 16:07:16:860,30.53034131,114.4340686,12.51727295,2.59,258.8,3.216,25.012617,62.36105,67.88425,39.157013,38.158333,52.62843,72,37
2020-01-02 16:07:18:868,30.53033433,114.4339892,11.3946228,2.77,266.1,3.216,23.02421,62.714344,66.917694,32.265583,47.97129,49.97853,77,37
2020-01-02 16:07:19:868,30.53033486,114.4339465,11.4022522,2.86,270.7,3.216,25.575829,56.305466,55.407467,39.67397,40.006428,35.381935,79,38
2020-01-02 16:07:20:866,30.53033915,114.4338981,10.38546753,2.96,275.8,3.216,24.854143,65.55721,60.405777,37.668537,38.637447,45.924618,82,37
2020-01-02 16:07:22:873,30.53032956,114.4338149,10.74032593,2.98,268.2,3.216,26.03737,59.436455,56.753117,35.399036,26.227615,45.86435,83,36
2020-01-02 16:07:24:866,30.53032116,114.4337373,9.856323242,3.1,263.2,3.216,34.13302,61.131207,63.510803,31.486635,27.690987,51.33243,86,37
2020-01-02 16:07:26:863,30.53030897,114.4336526,9.74609375,3.2,261.3,3.216,30.284266,64.11023,65.97205,32.136246,32.68812,48.433662,89,36
2020-01-02 16:07:28:861,30.53030037,114.4335651,10.28143311,3.37,264.6,3.216,32.067196,62.482563,70.6995,44.644917,40.144657,56.530712,93,40
2020-01-02 16:07:30:860,30.5302696,114.4334839,9.97744751,4.96,258.2,3.216,23.947145,62.61849,67.13642,39.30145,36.597103,53.75544,137,37
2020-01-02 16:07:31:845,30.53025935,114.4334308,9.362121582,4.76,260.6,3.216,31.365349,66.35868,62.515343,34.225727,40.59736,40.979713,132,36
2020-01-02 16:07:32:841,30.53026313,114.4333696,9.819549561,4.67,266.1,3.216,29.500475,65.62316,58.38548,41.073048,43.31073,46.906113,129,39
2020-01-02 16:07:33:842,30.53025695,114.4333192,10.04196167,4.62,265.3,3.216,20.07165,78.01306,58.143513,31.444765,31.821146,35.456757,128,30
2020-01-02 16:07:34:844,30.53025888,114.4332602,9.356323242,3.93,275.4,3.216,22.260864,64.04329,61.182858,32.950016,35.980873,46.69111,109,35
2020-01-02 16:07:36:841,30.53023455,114.4331795,9.520904541,4.27,251,3.216,21.96605,58.892605,58.75678,48.12879,36.347153,55.57564,118,41
2020-01-02 16:07:38:869,30.53021914,114.4331016,8.784301758,3.93,271.6,3.216,19.509815,58.783092,57.605858,41.03974,40.547127,50.64311,109,39
2020-01-02 16:07:39:863,30.53021797,114.4330578,8.679260254,4.15,267.9,3.216,15.931979,66.449585,58.696728,41.19172,41.540012,50.557945,115,37
2020-01-02 16:07:41:863,30.53020795,114.4329642,8.46697998,4.24,260.1,4.288,22.319347,63.3688,61.20107,36.016056,30.381182,46.231678,118,35
2020-01-02 16:07:43:843,30.53020327,114.4328794,7.798431396,4.05,268.3,3.216,16.490833,70.99083,56.977226,38.40626,33.0803,48.014553,112,35
2020-01-02 16:07:44:842,30.53020415,114.4328305,8.021789551,4.29,271.2,3.216,32.15405,60.259895,55.51516,37.027126,42.416206,53.4157,119,42
2020-01-02 16:07:45:839,30.53020279,114.4327863,8.16696167,4.17,270.5,3.216,23.73284,58.938732,59.091034,39.467598,49.079353,49.616325,116,41
2020-01-02 16:07:46:838,30.53020872,114.4327312,8.583435059,4.47,274.6,3.216,29.443735,57.394394,55.216946,33.257175,46.880733,52.376705,124,42
2020-01-02 16:07:49:860,30.53020978,114.4326686,8.659729004,2.74,274.4,3.216,27.707678,57.609455,51.065517,35.708866,37.78554,40.401764,76,39
2020-01-02 16:07:50:864,30.53021578,114.432608,8.975097656,6.71,281.7,4.288,30.860554,60.174694,57.94302,36.356823,35.42619,41.970406,186,38
2020-01-02 16:07:51:860,30.53022511,114.4325301,9.058349609,6.4,276.7,3.216,28.801327,60.782707,56.3602,33.868977,41.501144,44.645702,177,39
2020-01-02 16:07:52:858,30.53023216,114.4324654,9.124145508,5.58,279.3,3.216,25.96558,56.116688,54.657642,26.886202,37.240665,40.748577,155,37
2020-01-02 16:07:53:868,30.53023789,114.4324221,9.326934814,4.96,279.4,3.216,24.901815,55.837307,52.53211,27.642694,35.01194,43.030346,137,37
2020-01-02 16:07:54:860,30.53024338,114.4323789,9.67477417,4.81,275,3.216,18.074196,65.58663,52.99628,31.739967,37.995457,42.120834,133,35
2020-01-02 16:07:56:864,30.53024827,114.4323012,9.606323242,4.24,277.2,3.216,19.104074,66.327126,54.527245,30.548628,35.618065,37.43835,118,34
2020-01-02 16:07:58:856,30.53022201,114.4322329,10.05859375,4.09,239.3,3.216,12.973262,62.818676,57.305473,38.97605,41.109562,40.506645,113,36
2020-01-02 16:08:00:864,30.5301806,114.4321833,9.789154053,3.97,227,3.216,17.226467,59.925808,50.102703,33.57474,33.19484,46.2368,110,37
2020-01-02 16:08:02:853,30.53013946,114.4321282,9.35043335,3.86,232.2,3.216,32.117825,66.05097,57.587967,28.150354,35.009907,38.22783,107,35
2020-01-02 16:08:04:864,30.53010452,114.432065,7.921142578,3.71,239,3.216,28.594164,61.991337,64.45068,38.42579,28.160187,43.534916,103,35
2020-01-02 16:08:06:862,30.5300635,114.4319991,6.91607666,3.71,232.8,3.216,15.902524,65.78103,57.0498,37.47177,33.52752,38.608784,103,34
2020-01-02 16:08:08:863,30.5300219,114.4319348,6.887481689,3.85,234.9,3.216,27.237474,60.790176,64.64586,26.737356,40.213654,35.506985,107,34
2020-01-02 16:08:09:866,30.52999893,114.4319025,7.215698242,4.04,230.6,3.216,17.077688,62.79585,54.683098,19.64996,40.44087,32.528893,112,32
2020-01-02 16:08:11:858,30.52995201,114.4318499,8.281494141,3.87,220.4,3.216,19.92786,55.48929,56.760803,20.668528,31.43988,41.658543,107,34
2020-01-02 16:08:13:857,30.52991479,114.4317981,7.156982422,3.71,232.2,3.216,22.716608,57.510323,58.568714,31.325863,33.281075,46.058403,103,36
2020-01-02 16:08:19:868,30.52990408,114.4317559,8.011383057,1.07,250.2,3.216,37.316936,66.35303,55.805035,40.415127,43.313843,46.610195,30,41
2020-01-02 16:08:23:869,30.52991785,114.4317099,6.291442871,3.54,279.6,3.216,28.191156,55.211483,55.533653,27.373224,37.21221,35.04411,98,36
2020-01-02 16:08:25:860,30.52993967,114.4316518,6.735778809,3.5,295.5,3.216,21.136929,58.699863,53.876736,28.889496,34.84713,30.570322,97,34
2020-01-02 16:08:27:866,30.52995823,114.4315947,6.202087402,3.47,279.8,3.216,29.305687,62.626575,52.68713,29.362436,39.733894,47.213333,96,38
2020-01-02 16:08:29:867,30.52996836,114.431532,7.31262207,3.42,273.8,3.216,28.05027,62.47308,64.89183,31.860338,42.7893,46.240654,95,37
2020-01-02 16:08:31:861,30.5299748,114.4314691,7.373443604,3.2,277.5,3.216,25.959448,63.010624,62.49093,29.658014,36.84345,40.07635,89,35
2020-01-02 16:08:33:865,30.52998656,114.4314092,7.547790527,3.09,281.3,3.216,24.781548,64.84499,59.437775,28.054344,34.427753,41.093887,86,34
2020-01-02 16:08:35:873,30.52999611,114.4313614,7.090057373,2.23,282.9,3.216,24.568686,66.051315,60.38197,29.633402,35.247337,41.25004,62,34
2020-01-02 16:08:37:871,30.53000816,114.4313205,7.376647949,2.27,290.8,3.216,24.85917,61.666523,56.77899,33.202454,29.256172,45.874847,63,36
2020-01-02 16:08:40:859,30.53002494,114.4312659,7.745605469,2.26,282.6,3.216,31.4086,58.963657,59.304367,30.662123,32.872272,42.311783,63,36
2020-01-02 16:08:42:859,30.53004044,114.4312281,8.0703125,2.25,299.8,3.216,31.133364,60.330753,66.04858,30.419329,30.943195,45.748493,62,35
2020-01-02 16:08:45:864,30.5300548,114.431168,8.012664795,2.82,280.1,3.216,30.292894,57.790257,68.70227,31.63211,40.53557,50.780903,78,38
2020-01-02 16:08:47:875,30.53006578,114.4310899,7.669525146,2.81,281.1,3.216,23.32622,60.422504,61.861214,34.557747,35.01038,51.50662,78,37
2020-01-02 16:08:49:865,30.53007803,114.4310219,7.154663086,2.93,289,3.216,26.773617,57.292187,61.747917,31.163933,32.138954,48.968536,81,37
2020-01-02 16:08:51:871,30.53009514,114.4309599,6.815887451,1.18,288.3,3.216,20.14921,58.325397,65.15747,32.137905,37.679573,40.364223,33,34
2020-01-02 16:08:53:871,30.53010689,114.4309198,5.943939209,1.04,285.9,3.216,19.607363,60.73763,61.270054,28.440947,39.975086,40.623295,29,34
2020-01-02 16:08:55:875,30.53011975,114.430878,6.018737793,1.1,298.2,3.216,20.957075,48.80969,58.00463,34.800297,40.468884,45.716003,30,39
2020-01-02 16:08:57:863,30.53013867,114.4308335,6.011901855,1.16,307.2,3.216,33.883568,59.556126,53.197826,29.069868,37.85069,38.724964,32,38
2020-01-02 16:08:59:860,30.53016832,114.4308059,5.949829102,1.41,4.5,3.216,18.95505,64.04118,57.82386,33.352577,37.749264,42.317635,39,35
2020-01-02 16:09:01:881,30.53021207,114.4307925,5.113037109,1.22,359.1,3.216,31.936674,70.85017,53.551716,32.118195,43.545616,49.482746,34,39
2020-01-02 16:09:04:870,30.53025996,114.4307876,5.627197266,1.26,18.7,3.216,33.942333,60.170025,58.40603,27.399557,36.199368,37.79021,35,36
2020-01-02 16:09:07:869,30.53030899,114.4308011,6.023681641,1.44,8.6,3.216,32.262913,74.48049,53.84247,31.59668,39.63229,40.124195,40,36
2020-01-02 16:09:09:877,30.53037007,114.4308118,5.558227539,3.09,8,3.216,35.72071,65.42562,56.375355,31.60801,34.723522,38.15811,86,36
2020-01-02 16:09:11:874,30.53043216,114.4308181,5.341949463,3.16,1.8,3.216,32.437027,63.63411,58.713326,31.179293,32.30758,42.16588,88,36
2020-01-02 16:09:13:877,30.53047446,114.4308113,5.345306396,1.2,344.3,3.216,34.859234,56.4045,58.410957,34.73308,32.358612,44.35891,33,39
2020-01-02 16:09:18:863,30.53049588,114.4307686,5.37979126,1.71,336.9,3.216,26.538414,58.308804,56.96885,36.61957,41.46835,47.644108,47,39
2020-01-02 16:09:21:865,30.5305576,114.4307608,5.07699585,3.12,356.8,3.216,29.077538,65.14538,51.53106,27.548122,36.894672,44.840733,86,37
2020-01-02 16:09:23:871,30.5306124,114.4307614,5.185333252,2.57,357.8,3.216,29.880215,66.22969,57.489407,32.239902,33.974545,35.07387,71,35
2020-01-02 16:09:25:875,30.53066283,114.4307624,5.146209717,2.47,353.8,3.216,27.23072,68.69258,62.118774,24.59622,34.509598,35.195473,68,32
2020-01-02 16:09:27:871,30.53071564,114.4307564,4.624816895,2.54,350.1,3.216,29.396366,51.20225,54.790417,28.001005,44.141174,40.635124,70,39
2020-01-02 16:09:29:870,30.53077472,114.430743,4.36026001,2.58,347.8,3.216,25.260641,58.4998,58.388462,32.07892,41.01747,47.655598,72,38
2020-01-02 16:09:31:868,30.53083424,114.4307265,4.17489624,2.56,345.4,3.216,29.654173,62.258385,59.490158,28.655874,35.452034,51.817368,71,37
2020-01-02 16:09:33:867,30.53089599,114.4307085,4.199249268,2.66,348.4,3.216,30.68762,67.366974,57.708164,36.589012,38.642853,42.73608,74,37
2020-01-02 16:09:35:875,30.53096113,114.4306959,5.038391113,2.71,349.4,3.216,21.959814,59.439243,60.05674,32.01466,44.75059,44.450382,75,37
2020-01-02 16:09:37:863,30.53102861,114.4306737,5.947357178,2.81,340.4,3.216,27.16648,67.36616,61.3181,36.45252,41.529327,48.525616,78,37
2020-01-02 16:09:39:862,30.53109092,114.430648,6.256347656,2.64,338.1,3.216,32.374393,61.14807,62.96672,34.21916,37.30353,42.68569,73,37
2020-01-02 16:09:41:861,30.53115158,114.4306212,6.771118164,2.59,340.6,3.216,33.933426,66.38408,53.921402,32.03931,40.958153,46.66591,72,39
2020-01-02 16:09:43:861,30.53121109,114.4305929,7.997406006,2.54,337.5,3.216,32.292545,68.70492,62.988396,30.95569,39.747704,44.17937,70,36
2020-01-02 16:09:45:863,30.53127245,114.4305627,8.005645752,2.56,335.3,3.216,26.880991,62.0602,52.33651,25.67945,36.103436,41.581776,71,36
2020-01-02 16:09:47:870,30.5313328,114.4305303,7.989807129,2.57,328.4,3.216,23.249098,64.093956,61.85539,28.533575,38.00677,48.588936,71,35
2020-01-02 16:09:49:866,30.53138949,114.4304902,8.026763916,2.63,324.8,3.216,30.443779,64.24093,56.483757,29.991877,33.622173,41.89763,73,36
2020-01-02 16:09:51:880,30.53143894,114.4304551,7.65411377,1.24,325.8,3.216,25.157877,60.98643,58.24615,29.93049,35.04376,43.095394,34,36
2020-01-02 16:09:53:867,30.53147412,114.4304314,7.913696289,1.28,323.6,3.216,32.61009,58.999386,57.459976,26.306646,33.9602,36.03016,35,35
2020-01-02 16:09:55:862,30.53151304,114.4303997,8.083068848,1.38,319.5,3.216,29.47665,59.85193,52.052853,26.656523,35.169857,42.91872,38,37
2020-01-02 16:09:57:869,30.53155701,114.4303583,7.707336426,1.55,316.7,3.216,30.280302,61.08562,54.890953,32.167572,37.510525,41.040623,43,38
2020-01-02 16:09:58:869,30.53158438,114.4303296,7.906341553,2.54,312.9,3.216,28.44203,58.114456,54.487564,28.286905,32.872402,36.966747,70,36
2020-01-02 16:09:59:866,30.53161555,114.4302957,8.162200928,2.67,318.6,3.216,28.114473,57.59184,54.748245,31.651373,33.185265,36.66187,74,36
2020-01-02 16:10:00:868,30.53164666,114.4302619,8.583587646,2.66,315.3,3.216,24.763386,59.6885,61.99819,33.312687,33.944202,38.078136,74,35
2020-01-02 16:10:01:870,30.53167675,114.4302275,8.180084229,2.7,310.7,3.216,35.136017,67.081825,58.76905,32.05564,34.85657,45.84115,75,37
2020-01-02 16:10:02:860,30.53170551,114.4301912,8.555786133,2.85,307.8,3.216,30.028448,67.50367,56.56603,35.531174,35.127254,44.361717,79,37
2020-01-02 16:10:03:865,30.53173356,114.4301558,8.120758057,2.78,311.5,3.216,28.841017,62.02316,59.938366,24.248404,25.904701,41.436142,77,33
2020-01-02 16:10:04:880,30.53175997,114.4301224,8.174713135,2.8,310.6,3.216,30.35071,62.31638,55.612823,27.487043,33.743404,41.809265,78,36
2020-01-02 16:10:05:863,30.53178628,114.430089,7.247314453,2.91,311.9,3.216,34.106907,63.31603,56.95179,31.393604,34.318333,36.35885,81,36
2020-01-02 16:10:06:864,30.53181344,114.430055,6.928955078,2.96,310.8,3.216,27.178839,65.50866,64.43174,32.729336,36.561264,49.173088,82,36
2020-01-02 16:10:08:858,30.53185706,114.4299917,7.077148438,2.39,297.7,3.216,30.844551,57.9298,58.72201,36.99617,36.802967,45.995094,66,39
2020-01-02 16:10:10:861,30.5318942,114.4299192,6.767974854,2.65,298.1,3.216,31.876698,61.897026,54.49306,30.43403,35.64598,41.667442,73,37
2020-01-02 16:10:11:863,30.5319134,114.4298798,6.802612305,2.81,301.8,3.216,33.34409,63.39043,57.21639,30.518244,38.84227,41.216198,78,37
2020-01-02 16:10:13:882,30.53193654,114.4298355,5.972351074,1.14,300.5,3.216,23.973143,65.40872,59.75979,28.70075,38.68073,43.02789,32,35
2020-01-02 16:10:15:868,30.5319559,114.4297928,6.04498291,1.22,291.5,3.216,19.975245,64.57739,61.241283,31.91651,35.467625,40.12424,34,34
2020-01-02 16:10:17:868,30.53197674,114.4297394,6.165863037,1.34,290.8,3.216,23.723667,59.903942,54.769867,31.756968,39.63184,43.778492,37,37
2020-01-02 16:10:19:864,30.53199995,114.4296815,6.584197998,1.4,292,3.216,24.98468,61.36513,60.3889,29.748629,36.755558,35.105495,39,34
2020-01-02 16:10:21:866,30.53201951,114.4296252,7.624328613,1.47,286.5,3.216,23.590837,60.181454,57.083096,33.821255,34.224613,37.432858,41,35
2020-01-02 16:10:23:858,30.53203187,114.4295727,7.727081299,1.5,275.7,3.216,31.095255,66.5503,59.88059,32.122356,35.774124,43.54018,42,36
2020-01-02 16:10:25:864,30.53203806,114.429523,8.421691895,1.52,272.2,3.216,26.076536,61.97558,59.152393,29.073084,32.202282,31.29205,42,33
2020-01-02 16:10:27:869,30.53204869,114.4294795,8.876556396,1.54,287.4,3.216,25.523329,63.43909,61.40602,33.654354,41.559048,45.18321,43,37
2020-01-02 16:10:29:861,30.53206152,114.4294381,8.354064941,1.57,287.3,3.216,30.286835,62.2275,66.83155,34.14087,32.3747,46.360615,44,36
2020-01-02 16:10:32:867,30.53207057,114.4293768,7.812561035,2.14,263.3,3.216,28.649649,58.011436,56.758972,32.40888,36.363247,52.78281,59,39
2020-01-02 16:10:34:868,30.53207073,114.4293198,7.70904541,2.51,268.2,3.216,25.387625,63.51617,60.2646,33.218338,38.857155,47.80486,70,37
2020-01-02 16:10:36:860,30.53207576,114.4292602,7.997802734,2.57,274,3.216,27.59347,59.529766,62.296463,31.568304,39.442226,47.81988,71,37
2020-01-02 16:10:38:862,30.53208156,114.4292066,8.939361572,1.63,275.5,3.216,23.772442,66.198845,58.814415,33.100334,33.63713,45.26528,45,35
2020-01-02 16:10:41:862,30.53209173,114.4291508,9.905639648,1.67,287.2,3.216,21.817663,65.42463,58.210526,37.119633,36.201797,38.164574,46,35
2020-01-02 16:10:44:862,30.53210455,114.4290885,9.190368652,1.79,281.3,3.216,25.282667,61.77727,51.214043,37.16829,34.135456,34.445473,50,36
2020-01-02 16:10:46:861,30.5321111,114.4290378,8.849945068,1.85,276.4,3.216,18.02956,61.897247,62.124596,35.678226,44.590683,42.993385,51,36
2020-01-02 16:10:48:869,30.53211698,114.42898,8.409332275,1.92,276.1,3.216,24.747684,63.90413,58.261265,32.371895,37.519535,42.34067,53,36
2020-01-02 16:10:50:863,30.53212652,114.4289149,8.915252686,2.09,279.2,3.216,12.228635,62.807262,55.598736,36.740913,37.88734,44.875065,58,36
2020-01-02 16:10:52:870,30.53214039,114.4288415,8.34072876,2.21,286,3.216,24.102423,65.50184,54.53978,28.403074,37.795723,45.60628,61,36
2020-01-02 16:10:54:868,30.53216244,114.4287696,7.68359375,2.35,300.8,3.216,19.949465,73.18391,62.86363,34.08776,33.275986,44.510864,65,33
2020-01-02 16:10:55:866,30.53218181,114.4287213,7.190490723,2.34,294.2,3.216,28.364096,67.006134,54.85171,32.0911,28.039967,37.84278,65,34
2020-01-02 16:10:56:865,30.53219422,114.4286758,8.385803223,2.36,287.4,3.216,17.280996,68.97367,54.78856,33.441357,38.049633,41.5688,65,34
2020-01-02 16:10:57:868,30.53220583,114.4286304,8.800018311,2.43,286.4,3.216,15.820053,67.297295,55.91058,33.9249,38.42096,41.079533,67,34
2020-01-02 16:10:58:870,30.53221534,114.4285858,9.148986816,2.55,283.8,3.216,12.862008,57.337536,57.53218,40.916454,41.692898,34.933777,71,36
2020-01-02 16:11:00:869,30.53222629,114.4285061,9.045471191,2.65,276.5,3.216,20.235392,66.2891,54.790215,29.373697,31.92303,39.15187,73,33
2020-01-02 16:11:02:872,30.53223476,114.4284226,8.975128174,2.73,277.1,3.216,23.142305,60.496525,63.629116,39.80811,40.86319,48.678005,76,38
2020-01-02 16:11:03:873,30.53223773,114.428377,9.230407715,2.77,274.2,3.216,10.927743,64.61731,62.24104,38.84608,34.068348,37.288662,77,32
2020-01-02 16:11:04:865,30.5322434,114.4283315,9.950195313,2.79,278.1,3.216,20.025656,66.067635,59.311943,36.96589,36.22149,37.488274,77,34
2020-01-02 16:11:05:867,30.53225126,114.4282858,9.549255371,2.82,281.2,3.216,14.41422,64.29671,57.329517,32.745872,39.33069,41.03013,78,34
2020-01-02 16:11:06:866,30.53225358,114.4282403,8.670166016,2.84,273.3,3.216,14.119455,62.408813,58.281673,31.839136,41.02478,41.092087,79,35
2020-01-02 16:11:07:865,30.53225689,114.4281912,8.51574707,2.82,274.4,3.216,15.018343,60.381184,55.890224,34.721577,30.128454,32.441032,78,33
2020-01-02 16:11:08:868,30.53227215,114.4281455,8.949645996,2.88,291,3.216,23.477678,70.67643,57.56024,28.999865,32.630928,38.373405,80,33
2020-01-02 16:11:09:871,30.53227846,114.4280967,9.93661499,2.86,278.4,3.216,17.951006,67.26039,56.148285,28.855452,33.949856,30.78474,79,31
2020-01-02 16:11:10:866,30.53228585,114.4280505,9.537353516,2.95,281.6,3.216,19.68971,49.803505,57.129883,40.830425,42.500046,38.280876,82,39
2020-01-02 16:11:11:878,30.53229048,114.428008,8.495605469,2.98,279.1,3.216,16.755617,58.75696,51.295147,34.1045,37.13619,34.67173,83,35
2020-01-02 16:11:12:870,30.53229087,114.427964,9.024536133,2.99,272.8,3.216,16.429623,61.335567,56.199215,40.619663,37.48357,39.215622,83,36
2020-01-02 16:11:13:865,30.53229393,114.4279158,9.189422607,2.99,272.5,3.216,18.746294,65.18746,56.160877,36.23909,31.261673,34.076523,83,33
2020-01-02 16:11:14:862,30.5322961,114.4278715,9.615020752,2.95,272.8,3.216,10.772637,62.8996,54.235443,30.539553,34.82255,32.957947,82,32
2020-01-02 16:11:16:865,30.53230294,114.4278014,9.126678467,2.82,276.3,3.216,27.961088,69.56014,55.11764,32.847797,34.63389,33.645374,78,34
2020-01-02 16:11:17:865,30.53230704,114.4277568,9.163696289,2.86,276,3.216,27.669355,59.204548,59.504044,32.231716,35.180397,41.87656,79,36
2020-01-02 16:11:19:868,30.5323098,114.4276884,7.778656006,3.05,270.6,3.216,15.8926115,64.969376,57.62897,32.105125,34.903286,39.43397,85,33
2020-01-02 16:11:20:873,30.53231816,114.4276473,7.963806152,3.39,277.4,3.216,19.314468,61.284595,61.83505,39.370174,40.396297,35.724415,94,35
2020-01-02 16:11:21:872,30.53232624,114.4276034,7.925720215,3.49,280.8,3.216,20.03909,60.450344,62.266685,33.705456,39.558098,39.37038,97,35
2020-01-02 16:11:22:870,30.53232403,114.4275569,8.344421387,3.76,272,3.216,28.666716,64.26622,63.80649,30.282778,40.429764,47.697834,104,37
2020-01-02 16:11:23:870,30.5323303,114.4275091,8.894622803,3.88,275.3,3.216,22.774347,65.272964,61.65898,36.72331,40.824665,48.59055,108,37
2020-01-02 16:11:24:873,30.53233265,114.4274607,9.341217041,3.99,274.9,3.216,24.79293,65.49022,60.732285,32.13002,36.013298,43.257366,111,35
2020-01-02 16:11:25:869,30.53233763,114.4274137,9.042694092,3.99,278,3.216,24.592796,63.18526,56.774384,37.667133,38.43007,44.41225,111,38
2020-01-02 16:11:26:871,30.53234569,114.4273566,8.994903564,3.98,279.6,3.216,26.931807,66.46811,60.79048,33.783123,37.7625,42.251743,110,36
2020-01-02 16:11:28:874,30.53234549,114.4272663,10.61669922,3.84,276.1,3.216,20.832205,66.425064,63.72575,34.63708,39.24837,48.057644,106,35
2020-01-02 16:11:30:872,30.53237043,114.4271943,11.41079712,3.85,286.3,3.216,15.190748,65.009964,62.873497,28.845896,39.062622,38.345974,107,32
2020-01-02 16:11:31:881,30.53237604,114.4271514,10.79187012,4,283,3.216,31.842567,66.90499,58.538574,32.742237,34.264393,32.169567,111,34
2020-01-02 16:11:32:874,30.53239322,114.4271005,10.99853516,4.05,289.8,3.216,18.550272,69.69852,55.38257,32.639713,37.19194,33.606884,112,33
2020-01-02 16:11:34:873,30.53239433,114.4270259,11.60501099,3.89,280.4,3.216,17.591461,56.31427,59.42777,33.65556,39.791588,34.185516,108,35
2020-01-02 16:11:36:868,30.53240588,114.4269485,11.80938721,3.75,283.2,3.216,29.464048,62.478577,55.92067,30.85236,31.769096,32.023693,104,34
2020-01-02 16:11:37:869,30.53242637,114.4269064,11.83435059,3.74,296.3,3.216,19.935785,53.670353,62.84065,34.5529,37.5667,35.184505,104,35
2020-01-02 16:11:39:869,30.53242323,114.4268345,10.94671631,3.76,281.7,3.216,21.093077,62.542854,55.2008,27.39749,35.37964,36.286633,104,34
2020-01-02 16:11:41:866,30.53242638,114.4267531,10.22109985,4.1,277.5,3.216,25.358309,65.41041,58.451023,30.541643,29.4484,33.379578,114,32
2020-01-02 16:11:43:870,30.5324492,114.4266666,10.92068481,4.14,289,3.216,22.150759,64.730354,58.78515,38.217964,33.03122,32.806843,115,34
2020-01-02 16:11:45:870,30.53246771,114.4265962,10.71478271,3.94,289.3,3.216,26.701628,73.207,61.24079,36.86593,35.31028,38.104733,109,34
2020-01-02 16:11:47:870,30.53248068,114.4265231,11.31314087,3.78,284,3.216,19.331388,67.18544,57.308563,36.9297,35.239525,36.94976,105,34
2020-01-02 16:11:48:864,30.53249311,114.4264822,11.03326416,3.71,288.8,3.216,17.561237,69.82949,63.72789,27.29453,36.16155,42.53081,103,32
2020-01-02 16:11:50:868,30.53250443,114.4264222,11.16946411,3.61,282.9,3.216,23.300455,59.529465,68.432976,41.18883,41.819054,38.45861,100,36
2020-01-02 16:11:52:867,30.53252518,114.4263527,10.18304443,3.59,289.7,3.216,27.299364,63.153645,63.742863,28.269247,39.216553,45.3874,100,36
2020-01-02 16:11:54:868,30.53254755,114.4262937,8.812255859,3.5,295.6,3.216,31.855568,62.09387,60.63166,27.118248,39.82121,28.168116,97,34
2020-01-02 16:11:56:868,30.53257764,114.4262403,10.07632446,3.38,304,3.216,29.184187,66.236565,67.11212,28.087015,39.457962,37.31012,94,33
2020-01-02 16:11:58:870,30.53260746,114.4261925,10.31036377,3.3,297.5,3.216,29.353142,64.67141,68.14845,31.693949,34.241726,43.218113,91,34
2020-01-02 16:12:00:869,30.53263659,114.426145,11.50033569,3.32,300.7,3.216,23.402645,66.31146,63.320328,26.043512,31.5901,33.295177,92,31
2020-01-02 16:12:02:866,30.53266595,114.4260946,11.58837891,3.33,299.9,3.216,26.28633,66.97191,60.914917,24.361742,32.795185,35.265305,92,32
2020-01-02 16:12:04:865,30.53269231,114.4260363,10.88867188,3.34,296.3,3.216,16.393187,64.6121,65.01381,27.679893,38.25323,35.972923,93,31
2020-01-02 16:12:06:873,30.53272011,114.4259791,11.0274353,3.35,295.7,3.216,26.720743,62.319134,59.010937,32.418736,34.735428,33.44516,93,34
2020-01-02 16:12:08:867,30.53275317,114.425923,10.66732788,3.34,296.5,3.216,28.59158,66.48371,60.987083,29.930637,37.295662,29.952988,93,33
2020-01-02 16:12:10:869,30.53278835,114.4258677,11.00283813,3.38,304.3,3.216,23.878279,65.35775,62.15913,32.67336,37.18161,39.866447,94,34
2020-01-02 16:12:12:869,30.53282115,114.4257995,10.47503662,3.66,296.1,3.216,27.76709,56.208645,59.69379,40.092754,33.195644,46.648415,101,39
2020-01-02 16:12:14:873,30.53285922,114.4257331,9.630523682,3.78,303,3.216,21.751593,63.630966,64.41239,34.85963,34.986256,37.87288,105,34
2020-01-02 16:12:16:871,30.53290165,114.4256597,10.77603149,3.67,302.1,3.216,22.585894,50.663593,52.91158,38.803444,41.559135,36.491695,102,39
2020-01-02 16:12:17:870,30.53292445,114.4256259,10.96707153,3.9,305.4,3.216,38.743633,60.117252,60.57123,39.73579,45.01336,42.7386,108,41
2020-01-02 16:12:18:869,30.53294842,114.4255899,10.10568237,3.95,305.5,3.216,33.708344,62.684,62.591488,34.872334,41.153603,38.23942,109,37
